time,susceptible,exposed,infected,recovered,new_exposed,new_infected,new_recovered,deaths
16,0.457761289051095,0.3067901540145989,0.15497388686131383,0.07589468686131387,0.0539565084671533,0.022659207810218983,0.016290794014598535,0.004580000087591242
17,0.40835698394160574,0.33060988394160573,0.16418677226277356,0.09148171897810213,0.04943030270072986,0.02561056277372263,0.01558703138686133,0.005364639883211675
18,0.36510435255474394,0.3426899744525551,0.17958500145985382,0.10640378817518234,0.04327184547445254,0.031191773868613076,0.014922067007299289,0.006216890065693425
19,0.32881001824817546,0.3422792255474447,0.1998427277372266,0.1218538627737226,0.03631158912408755,0.03672232802919707,0.015450088029197095,0.0072141429416058426
20,0.30924004963503654,0.3221126051094893,0.22112470145985366,0.13899187664233584,0.01959256430656934,0.039759185766423365,0.01713801248175184,0.008530764927007313
21,0.30668924087591226,0.28451481313868593,0.24025056277372278,0.1583737824817518,0.0025824470802919687,0.04018023277372265,0.019381915547445262,0.010171570839416054
22,0.3066711583941605,0.24607720875912428,0.2553127635036497,0.17996565839416037,5.723635036496351e-05,0.03849484934306568,0.021591871459854,0.011973217540145995
23,0.3067166737226275,0.21134083211678836,0.2646627547445254,0.20339168248175188,0.0,0.03473638087591238,0.02342601620437954,0.01388806262773721
24,0.30676758102189783,0.18174418007299273,0.2674851481751821,0.2281300467153285,0.0,0.029596659635036514,0.024738378905109465,0.01587303313868616
25,0.30682336131386884,0.1568956694160583,0.26474289124087563,0.25365889416058357,0.0,0.024848516715328475,0.02552884474452559,0.01787917226277373
26,0.3069938211678834,0.13535753021897806,0.24479630145985434,0.292987584671533,0.0,0.021538139124087592,0.039328689270072964,0.01986474364963506
27,0.30705891751824804,0.11577764985401447,0.23739825766423367,0.3180644467153285,0.0,0.019579871240875915,0.025076866131386866,0.021700717518248192
28,0.3071294737226279,0.09727584284671548,0.22882339781021854,0.34329004671532826,0.0,0.018501803065693427,0.02522559883211679,0.023481202919708007
29,0.30720900510948884,0.07471825583941603,0.2238643474452556,0.36901113138686115,0.0,0.02255759839416061,0.025721080510948933,0.025197250802919718
30,0.30730532992700677,0.054502595620437966,0.21484954890510932,0.3964710160583941,0.0,0.02021566379562045,0.027459882335766378,0.02687150437956204
31,0.3074152335766425,0.03640438416058387,0.2023813664233574,0.4253679978102193,0.0,0.018098211605839423,0.028896978540145977,0.02843101905109493
32,0.30751248540145953,0.020808723284671527,0.18747572481751862,0.45457055547445224,0.0,0.01559566056204379,0.02920255817518245,0.02963251905109495
33,0.3075953985401465,0.007872099496350359,0.17101797270072996,0.48294421897810197,0.0,0.01293662381751823,0.028373674817518256,0.03057029408759122
34,0.30766299343065673,0.000945596175182481,0.15040031744525542,0.5095657000000001,1.2029467153284673e-05,0.006938533211678827,0.026621479708029198,0.03142538547445257
35,0.30771184817518266,5.5445423357664235e-05,0.12670578321167883,0.5333495364963502,2.318690510948905e-05,0.0009133377372262772,0.023783819562043788,0.03217738664233573
36,0.30733538978102226,0.00047280214598540137,0.10583672649635013,0.5535441708029197,0.00043802154744525544,2.0664775182481753e-05,0.020194646934306587,0.03281091613138681
37,0.30500180656934295,0.002855661160583942,0.08831544642335762,0.5704869861313869,0.002385386671532847,2.5282348978102184e-06,0.01694280496350365,0.03334009868613141
38,0.28669140802919724,0.02118990131386863,0.07338147124087602,0.5849555430656933,0.018355432408759136,2.1192312693430644e-05,0.014468557518248189,0.03378167686131386
39,0.2719907722627735,0.035780264233576595,0.06043467167883215,0.5976457175182475,0.014741688613138671,0.00015132744405839412,0.012690167372262789,0.034148584160583945
40,0.26052953503649645,0.04629011189781018,0.04969655343065695,0.6090330357664232,0.011500129328467154,0.0009902805167883212,0.011387328956204382,0.03445076065693428
41,0.25152781532846696,0.05223491547445258,0.040276968029197044,0.6212610496350369,0.009049266503649626,0.003104463750364969,0.012228016329927014,0.03469924167883213
42,0.24449295620437944,0.05409335043795617,0.03457067496350362,0.6319423890510948,0.007077595708029185,0.005219160240875915,0.010681339321167885,0.03490062934306564
43,0.23862141715328455,0.05368762058394161,0.03119943956204375,0.6414180656934306,0.005909891416058391,0.006315620204379556,0.00947565697080292,0.03507347992700733
44,0.23343937861313857,0.052445082773722625,0.02919779948905114,0.6496882598540155,0.00521510354744526,0.00645764258394162,0.008270207474452545,0.035229479270073
45,0.22867222854014602,0.05119667430656929,0.027974958905109502,0.6567806635036502,0.004794587671532847,0.006042995905109487,0.007092409379562046,0.035375468759124146
46,0.22416034905109428,0.050305330145985386,0.028572281240875904,0.6614466992700727,0.004526602131386858,0.0054179468540145985,0.004666034211678826,0.03551534182481753
47,0.21960528270072957,0.05006989824817527,0.030863430437956207,0.6638031963503654,0.004557009839416054,0.00479244202189781,0.0023564929635036527,0.03565820496350363
48,0.21478483554744546,0.05062909335766422,0.03280183503649638,0.6659716970802911,0.004820466510948907,0.004261271656934309,0.0021685048175182444,0.03581252189781021
49,0.2097806925547447,0.05178576759124085,0.03418820321167888,0.6682688197080291,0.005004170883211681,0.003847496518248181,0.002297115364963507,0.03597652883211679
50,0.20469198386861293,0.053167576131386944,0.03532268036496351,0.6706702693430666,0.005088719999999998,0.003706910715328468,0.002401444781021898,0.03614747124087594
51,0.19956068795620438,0.05406643080291974,0.036846898029197,0.6732018970802918,0.005131650722627744,0.004232794481751821,0.002531640708029196,0.03632408532846711
52,0.19433777700729932,0.04952174138686125,0.043464517810219046,0.6761676503649642,0.005225009160583939,0.009769699262773723,0.0029657434817518253,0.03650832124087587
53,0.18835826678832127,0.04704874715328474,0.04744565970802919,0.6804216963503651,0.0059860981459853874,0.00845909211678831,0.004254044518248174,0.03672564474452553
54,0.18204974744525576,0.04604945277372267,0.04915823832116788,0.6857796897810221,0.00631957535036497,0.007318869306569346,0.005357991795620432,0.03696287255474453
55,0.1757452983941608,0.0458646317518249,0.04949595401459861,0.6916854532846709,0.006317851613138684,0.006502673372262774,0.005905769846715334,0.03720866372262778
56,0.16962620781021892,0.04606165846715323,0.049185701386861326,0.6976702722627737,0.006132782569343056,0.005935757576642334,0.005984835124087587,0.0374561435036496
57,0.163763558540146,0.046237550656934294,0.04882523291970798,0.7034715854014597,0.0058754720145985295,0.0056995767226277454,0.005801299613138686,0.03770207467153289
58,0.1581500175182482,0.046256525474452574,0.04864352299270071,0.7090037357664233,0.005625023715328472,0.005606049131386853,0.005532139832116782,0.0379461995620438
59,0.15275350766423385,0.046122429489051105,0.048655610218978185,0.7142790306569348,0.005406685686131388,0.005540782445255479,0.005275314189781029,0.038189416350364956
